,job_name,company,country,location,min_salary,max_salary,description,posted_date,work_type,tags,score,matched,source
50,Data Scientist,Ocho,UK,"Belfast, Northern Ireland",70000.0,70000.0,"Data Scientist Mid to senior Data Scientist role within a global business Full ML and AI lifecycle across traditional ML, LLMs, RAG and agentic AI workflows Belfast based, hybrid (2 days at home per week) Salary reflecting experience, competitive package UK work authorisation required About the Company Our client is a well-established US business with a growing Belfast technology team focused on data science, machine learning and platform development. Operating in a greenfield environment, the …",2026-08-12T15:08:33Z,hybrid,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
51,Data Scientist,Hackajob Ltd,UK,"Frimley, Camberley",90000.0,90000.0,"hackajob is partnering directly with BAE Systems Digital Intelligence to hire for this role. Location(s): UK, Europe & Africa : UK : Frimley BAE Systems Digital Intelligence is home to 4,500 digital, cyber and intelligence experts. We work collaboratively across 10 countries to collect, connect and understand complex data, so that governments, nation states, armed forces and commercial businesses can unlock digital advantage in the most demanding environments. Location: South of England - 4-5 d…",2026-08-22T05:38:34Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
52,Data Scientist,Ntt Data,UK,"London, UK",61153.77,61153.77,We are looking for a Data Scientist with at least 5 years of experience in client-facing roles. The ideal candidate will have strong proficiency in Python or R and experience with machine learning and data analysis. A Bachelor’s or Master’s degree in a relevant field is required. You will collaborate with stakeholders to deliver data-driven insights and recommendations. What youll be doing: • Partner with business stakeholders to identify and prioritise opportunities where data science can deli…,2026-08-29T15:29:26Z,unknown,it-jobs,7,"(('description', ('data scientist', 'machine learning')), ('job_title', ('data scientist',)))",adzuna
53,Data Scientist / Senior Data Scientist,C3 AI,UK,"London, UK",59484.39,59484.39,"As a member of the C3 AI Data Science team, you will work with some of the largest companies on the planet helping them build the next generation of AI-powered enterprise applications on the C3 AI Platform (c3.ai/customers/). You will work directly with data scientists, software engineers, and subject matter experts in the definition of new analytics capabilities able to provide our customers with the information they need to make proper decisions and enable their digital transformation. You wi…",2026-08-02T13:00:14Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
54,Senior Data Scientist,Sirius Analysis Limited,UK,"Port Solent, Portsmouth",25.0,25.0,"Role: Senior Data Scientist Salary: from £60000 Location: Portsmouth ( hybrid, 3 days onsite) Intro Sirius Analysis, we are a rapidly growing consultancy firm, renowned for our reputation and our keen ability to understand and meet customer requirements effectively. Our team is dedicated to delivering high-quality, end-to-end consultancy services, ranging from operational research and data analysis to P3M. We operate across multiple sectors, including defence, energy, and health. We are looking…",2026-08-28T05:47:47Z,hybrid,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
55,Lead Data Scientist,Mastercard,UK,"London, UK",43728.35,43728.35,"In the Financial Crime Solutions team at Mastercard, we build and deliver products and services powered by payments data to find and stop financial crime. We’re an award winning team with a proven track record of combining data science technique with an intimate knowledge of payments data to aid Financial Institutions in their fight against money laundering and fraud. Headquartered in The City of London, and operating globally, we craft bespoke algorithms that help our clients gain an understan…",2026-07-15T13:29:26Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
56,Data Scientist,McCabe & Barton,UK,"London, UK",52381.27,52381.27,"Data Scientist Data Scientist London | Hybrid McCabe & Barton is supporting the growth of a newly established Analytics & Advisory function within a global insurance organisation. This is an exciting opportunity for a commercially minded Data Scientist to work with real-world insurance, market and client data, helping drive insight-led decision making across pricing, portfolio analytics, client segmentation and operational performance. Key experience sought: • Strong Python or R capability • SQ…",2026-05-21T15:51:52Z,hybrid,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
57,Data Scientist - Defence,C3 AI,UK,"London, UK",76031.87,76031.87,"As a member of the C3 AI Data Science team, you will work with some of the largest companies on the planet helping them build the next generation of AI-powered enterprise applications on the C3 AI Platform (c3.ai/customers/). You will work directly with data scientists, software engineers, and subject matter experts in the definition of new analytics capabilities able to provide our customers with the information they need to make proper decisions and enable their digital transformation. You wi…",2026-08-02T12:59:51Z,unknown,it-jobs,6,"(('description', ('data scientist',)), ('job_title', ('data scientist',)))",adzuna
58,Principal Data Scientist - Healthcare,Hackajob Ltd,UK,"Charing Cross, Central London",100000.0,100000.0,"hackajob is partnering directly with Kainos to hire for this role. Join Kainos and Shape the Future At Kainos, we're problem solvers, innovators, and collaborators - driven by a shared mission to create real impact. Whether we're transforming digital services for millions, delivering cutting-edge Workday solutions, or pushing the boundaries of technology, we do it together. We believe in a people-first culture , where your ideas are valued, your growth is supported, and your contributions truly…",2026-09-02T09:57:15Z,unknown,it-jobs,5,"(('job_title', ('data scientist',)),)",adzuna
59,Senior Data Scientist AI Engineer,Hackajob Ltd,UK,"Charing Cross, Central London",100000.0,100000.0,"hackajob is partnering directly with Simply Business to hire for this role. Who Are We? We insure small businesses and enable big dreams - not just for our customers, but for our people and communities too. With over 1,000,000 active insurance policies, we protect builders, bakers, landlords and more than 1,200 other trades. We're a technology company as well as one that sells insurance. That means we build, we fail, we learn and we improve. Through our global social impact strategy, called 'Th…",2026-07-31T11:12:52Z,unknown,it-jobs,10,"(('job_title', ('data scientist', 'ai engineer')),)",adzuna
60,Senior AI Engineer / Data Scientist,EPAM Systems,UK,"London, UK",98186.14,98186.14,"Were looking for a Senior AI Engineer / Data Scientist to join our team in London, United Kingdom, in a hybrid working mode. This role is at the core of EPAM’s Data & AI Practice and focuses on building state-of-the-art Generative AI, Agentic AI, and advanced data science solutions for real-world business problems. You’ll design and develop multi-agent systems, implement RAG pipelines, and deliver production-ready AI applications that transform client capabilities across multiple industries. If…",2026-07-22T14:19:13Z,hybrid,it-jobs,12,"(('description', ('data scientist', 'ai engineer')), ('job_title', ('data scientist', 'ai engineer')))",adzuna
